Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002789,Male,Yes,0.0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,N
LP002792,Male,Yes,1.0,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y
LP002794,Female,No,0.0,Graduate,No,2667,1625.0,84.0,360.0,1.0,Urban,Y
LP002795,Male,Yes,3.0,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,Y
LP002798,Male,Yes,0.0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,Y
LP002804,Female,Yes,0.0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,Y
LP002807,Male,Yes,2.0,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y
LP002813,Female,Yes,1.0,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y
LP002820,Male,Yes,0.0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y
LP002821,Male,No,0.0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y
LP002832,Male,Yes,2.0,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N
LP002833,Male,Yes,0.0,Not Graduate,No,4467,0.0,120.0,360.0,1.0,Rural,Y
LP002836,Male,No,0.0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y
LP002837,Male,Yes,3.0,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N
LP002840,Female,No,0.0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N
LP002841,Male,Yes,0.0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N
LP002842,Male,Yes,1.0,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y
LP002847,Male,Yes,0.0,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N
LP002855,Male,Yes,2.0,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y
LP002862,Male,Yes,2.0,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N
LP002863,Male,Yes,3.0,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N
LP002868,Male,Yes,2.0,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y
LP002872,Male,Yes,0.0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N
LP002874,Male,No,0.0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y
LP002877,Male,Yes,1.0,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y
LP002888,Male,No,0.0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,Y
LP002892,Male,Yes,2.0,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y
LP002893,Male,No,0.0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N
LP002894,Female,Yes,0.0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y
LP002898,Male,Yes,1.0,Graduate,No,1880,0.0,61.0,360.0,1.0,Rural,N
LP002911,Male,Yes,1.0,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N
LP002912,Male,Yes,1.0,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N
LP002916,Male,Yes,0.0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y
LP002917,Female,No,0.0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y
LP002925,Male,No,0.0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y
LP002926,Male,Yes,2.0,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N
LP002928,Male,Yes,0.0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
LP002931,Male,Yes,2.0,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N
LP002933,Male,No,3.0,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y
LP002936,Male,Yes,0.0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y
LP002938,Male,Yes,0.0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y
LP002940,Male,No,0.0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y
LP002941,Male,Yes,2.0,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N
LP002943,Male,No,0.0,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N
LP002945,Male,Yes,0.0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y
LP002948,Male,Yes,2.0,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y
LP002949,Female,No,3.0,Graduate,No,416,41667.0,350.0,180.0,1.0,Urban,N
LP002950,Male,Yes,0.0,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,Y
LP002953,Male,Yes,3.0,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y
LP002958,Male,No,0.0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y
LP002959,Female,Yes,1.0,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y
LP002960,Male,Yes,0.0,Not Graduate,No,2400,3800.0,128.0,180.0,1.0,Urban,N
LP002961,Male,Yes,1.0,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
LP002964,Male,Yes,2.0,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y
LP002974,Male,Yes,0.0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y
LP002978,Female,No,0.0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y
LP002979,Male,Yes,3.0,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y
LP002983,Male,Yes,1.0,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y
LP002984,Male,Yes,2.0,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y
LP002990,Female,No,0.0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N
lp001002,male,no,0.0,graduate,no,5849,0.0,128.0,360.0,1.0,urban,y
lp001003,male,yes,1.0,graduate,no,4583,1508.0,128.0,360.0,1.0,rural,n
lp001005,male,yes,0.0,graduate,yes,3000,0.0,66.0,360.0,1.0,urban,y
lp001006,male,yes,0.0,not graduate,no,2583,2358.0,120.0,360.0,1.0,urban,y
lp001008,male,no,0.0,graduate,no,6000,0.0,141.0,360.0,1.0,urban,y
lp001011,male,yes,2.0,graduate,yes,5417,4196.0,267.0,360.0,1.0,urban,y
lp001013,male,yes,0.0,not graduate,no,2333,1516.0,95.0,360.0,1.0,urban,y
lp001014,male,yes,3.0,graduate,no,3036,2504.0,158.0,360.0,0.0,semiurban,n
lp001018,male,yes,2.0,graduate,no,4006,1526.0,168.0,360.0,1.0,urban,y
lp001020,male,yes,1.0,graduate,no,12841,10968.0,349.0,360.0,1.0,semiurban,n
lp001024,male,yes,2.0,graduate,no,3200,700.0,70.0,360.0,1.0,urban,y
lp001027,male,yes,2.0,graduate,no,2500,1840.0,109.0,360.0,1.0,urban,y
lp001028,male,yes,2.0,graduate,no,3073,8106.0,200.0,360.0,1.0,urban,y
lp001029,male,no,0.0,graduate,no,1853,2840.0,114.0,360.0,1.0,rural,n
lp001030,male,yes,2.0,graduate,no,1299,1086.0,17.0,120.0,1.0,urban,y
lp001032,male,no,0.0,graduate,no,4950,0.0,125.0,360.0,1.0,urban,y
lp001034,male,no,1.0,not graduate,no,3596,0.0,100.0,240.0,1.0,urban,y
lp001036,female,no,0.0,graduate,no,3510,0.0,76.0,360.0,0.0,urban,n
lp001038,male,yes,0.0,not graduate,no,4887,0.0,133.0,360.0,1.0,rural,n
lp001041,male,yes,0.0,graduate,no,2600,3500.0,115.0,360.0,1.0,urban,y
lp001043,male,yes,0.0,not graduate,no,7660,0.0,104.0,360.0,0.0,urban,n
lp001046,male,yes,1.0,graduate,no,5955,5625.0,315.0,360.0,1.0,urban,y
lp001047,male,yes,0.0,not graduate,no,2600,1911.0,116.0,360.0,0.0,semiurban,n
lp001050,male,yes,2.0,not graduate,no,3365,1917.0,112.0,360.0,0.0,rural,n
lp001052,male,yes,1.0,graduate,no,3717,2925.0,151.0,360.0,1.0,semiurban,n
lp001066,male,yes,0.0,graduate,yes,9560,0.0,191.0,360.0,1.0,semiurban,y
lp001068,male,yes,0.0,graduate,no,2799,2253.0,122.0,360.0,1.0,semiurban,y
lp001073,male,yes,2.0,not graduate,no,4226,1040.0,110.0,360.0,1.0,urban,y
lp001086,male,no,0.0,not graduate,no,1442,0.0,35.0,360.0,1.0,urban,n
lp001087,female,no,2.0,graduate,no,3750,2083.0,120.0,360.0,1.0,semiurban,y
lp001091,male,yes,1.0,graduate,no,4166,3369.0,201.0,360.0,1.0,urban,n
lp001095,male,no,0.0,graduate,no,3167,0.0,74.0,360.0,1.0,urban,n
lp001097,male,no,1.0,graduate,yes,4692,0.0,106.0,360.0,1.0,rural,n
lp001098,male,yes,0.0,graduate,no,3500,1667.0,114.0,360.0,1.0,semiurban,y
lp001100,male,no,3.0,graduate,no,12500,3000.0,320.0,360.0,1.0,rural,n
lp001106,male,yes,0.0,graduate,no,2275,2067.0,128.0,360.0,1.0,urban,y
lp001109,male,yes,0.0,graduate,no,1828,1330.0,100.0,360.0,0.0,urban,n
lp001112,female,yes,0.0,graduate,no,3667,1459.0,144.0,360.0,1.0,semiurban,y
lp001114,male,no,0.0,graduate,no,4166,7210.0,184.0,360.0,1.0,urban,y
lp001116,male,no,0.0,not graduate,no,3748,1668.0,110.0,360.0,1.0,semiurban,y
lp001119,male,no,0.0,graduate,no,3600,0.0,80.0,360.0,1.0,urban,n
lp001120,male,no,0.0,graduate,no,1800,1213.0,47.0,360.0,1.0,urban,y
lp001123,male,yes,0.0,graduate,no,2400,0.0,75.0,360.0,1.0,urban,y
lp001131,male,yes,0.0,graduate,no,3941,2336.0,134.0,360.0,1.0,semiurban,y
lp001136,male,yes,0.0,not graduate,yes,4695,0.0,96.0,360.0,1.0,urban,y
lp001137,female,no,0.0,graduate,no,3410,0.0,88.0,360.0,1.0,urban,y
lp001138,male,yes,1.0,graduate,no,5649,0.0,44.0,360.0,1.0,urban,y
lp001144,male,yes,0.0,graduate,no,5821,0.0,144.0,360.0,1.0,urban,y
lp001146,female,yes,0.0,graduate,no,2645,3440.0,120.0,360.0,0.0,urban,n
lp001151,female,no,0.0,graduate,no,4000,2275.0,144.0,360.0,1.0,semiurban,y
lp001155,female,yes,0.0,not graduate,no,1928,1644.0,100.0,360.0,1.0,semiurban,y
lp001157,female,no,0.0,graduate,no,3086,0.0,120.0,360.0,1.0,semiurban,y
lp001164,female,no,0.0,graduate,no,4230,0.0,112.0,360.0,1.0,semiurban,n
lp001179,male,yes,2.0,graduate,no,4616,0.0,134.0,360.0,1.0,urban,n
lp001186,female,yes,1.0,graduate,yes,11500,0.0,286.0,360.0,0.0,urban,n
lp001194,male,yes,2.0,graduate,no,2708,1167.0,97.0,360.0,1.0,semiurban,y
lp001195,male,yes,0.0,graduate,no,2132,1591.0,96.0,360.0,1.0,semiurban,y
lp001197,male,yes,0.0,graduate,no,3366,2200.0,135.0,360.0,1.0,rural,n
lp001198,male,yes,1.0,graduate,no,8080,2250.0,180.0,360.0,1.0,urban,y
lp001199,male,yes,2.0,not graduate,no,3357,2859.0,144.0,360.0,1.0,urban,y
lp001205,male,yes,0.0,graduate,no,2500,3796.0,120.0,360.0,1.0,urban,y
lp001206,male,yes,3.0,graduate,no,3029,0.0,99.0,360.0,1.0,urban,y
lp001207,male,yes,0.0,not graduate,yes,2609,3449.0,165.0,180.0,0.0,rural,n
lp001213,male,yes,1.0,graduate,no,4945,0.0,128.0,360.0,0.0,rural,n
lp001222,female,no,0.0,graduate,no,4166,0.0,116.0,360.0,0.0,semiurban,n
lp001225,male,yes,0.0,graduate,no,5726,4595.0,258.0,360.0,1.0,semiurban,n
lp001228,male,no,0.0,not graduate,no,3200,2254.0,126.0,180.0,0.0,urban,n
lp001233,male,yes,1.0,graduate,no,10750,0.0,312.0,360.0,1.0,urban,y
lp001238,male,yes,3.0,not graduate,yes,7100,0.0,125.0,60.0,1.0,urban,y
lp001241,female,no,0.0,graduate,no,4300,0.0,136.0,360.0,0.0,semiurban,n
lp001243,male,yes,0.0,graduate,no,3208,3066.0,172.0,360.0,1.0,urban,y
lp001245,male,yes,2.0,not graduate,yes,1875,1875.0,97.0,360.0,1.0,semiurban,y
lp001248,male,no,0.0,graduate,no,3500,0.0,81.0,300.0,1.0,semiurban,y
lp001250,male,yes,3.0,not graduate,no,4755,0.0,95.0,360.0,0.0,semiurban,n
lp001253,male,yes,3.0,graduate,yes,5266,1774.0,187.0,360.0,1.0,semiurban,y
lp001255,male,no,0.0,graduate,no,3750,0.0,113.0,480.0,1.0,urban,n
lp001256,male,no,0.0,graduate,no,3750,4750.0,176.0,360.0,1.0,urban,n
lp001259,male,yes,1.0,graduate,yes,1000,3022.0,110.0,360.0,1.0,urban,n
lp001263,male,yes,3.0,graduate,no,3167,4000.0,180.0,300.0,0.0,semiurban,n
lp001264,male,yes,3.0,not graduate,yes,3333,2166.0,130.0,360.0,1.0,semiurban,y
lp001265,female,no,0.0,graduate,no,3846,0.0,111.0,360.0,1.0,semiurban,y
lp001266,male,yes,1.0,graduate,yes,2395,0.0,128.0,360.0,1.0,semiurban,y
lp001267,female,yes,2.0,graduate,no,1378,1881.0,167.0,360.0,1.0,urban,n
lp001273,male,yes,0.0,graduate,no,6000,2250.0,265.0,360.0,1.0,semiurban,n
lp001275,male,yes,1.0,graduate,no,3988,0.0,50.0,240.0,1.0,urban,y
lp001279,male,no,0.0,graduate,no,2366,2531.0,136.0,360.0,1.0,semiurban,y
lp001280,male,yes,2.0,not graduate,no,3333,2000.0,99.0,360.0,1.0,semiurban,y
lp001282,male,yes,0.0,graduate,no,2500,2118.0,104.0,360.0,1.0,semiurban,y
lp001289,male,no,0.0,graduate,no,8566,0.0,210.0,360.0,1.0,urban,y
lp001310,male,yes,0.0,graduate,no,5695,4167.0,175.0,360.0,1.0,semiurban,y
lp001316,male,yes,0.0,graduate,no,2958,2900.0,131.0,360.0,1.0,semiurban,y
lp001318,male,yes,2.0,graduate,no,6250,5654.0,188.0,180.0,1.0,semiurban,y
lp001319,male,yes,2.0,not graduate,no,3273,1820.0,81.0,360.0,1.0,urban,y
lp001322,male,no,0.0,graduate,no,4133,0.0,122.0,360.0,1.0,semiurban,y
lp001325,male,no,0.0,not graduate,no,3620,0.0,25.0,120.0,1.0,semiurban,y
lp001326,male,no,0.0,graduate,no,6782,0.0,128.0,360.0,1.0,urban,n
lp001327,female,yes,0.0,graduate,no,2484,2302.0,137.0,360.0,1.0,semiurban,y
lp001333,male,yes,0.0,graduate,no,1977,997.0,50.0,360.0,1.0,semiurban,y
lp001334,male,yes,0.0,not graduate,no,4188,0.0,115.0,180.0,1.0,semiurban,y
lp001343,male,yes,0.0,graduate,no,1759,3541.0,131.0,360.0,1.0,semiurban,y
lp001345,male,yes,2.0,not graduate,no,4288,3263.0,133.0,180.0,1.0,urban,y
lp001349,male,no,0.0,graduate,no,4843,3806.0,151.0,360.0,1.0,semiurban,y
lp001350,male,yes,0.0,graduate,no,13650,0.0,128.0,360.0,1.0,urban,y
lp001356,male,yes,0.0,graduate,no,4652,3583.0,128.0,360.0,1.0,semiurban,y
lp001357,male,yes,0.0,graduate,no,3816,754.0,160.0,360.0,1.0,urban,y
lp001367,male,yes,1.0,graduate,no,3052,1030.0,100.0,360.0,1.0,urban,y
lp001369,male,yes,2.0,graduate,no,11417,1126.0,225.0,360.0,1.0,urban,y
lp001370,male,no,0.0,not graduate,no,7333,0.0,120.0,360.0,1.0,rural,n
lp001379,male,yes,2.0,graduate,no,3800,3600.0,216.0,360.0,0.0,urban,n
lp001384,male,yes,3.0,not graduate,no,2071,754.0,94.0,480.0,1.0,semiurban,y
lp001385,male,no,0.0,graduate,no,5316,0.0,136.0,360.0,1.0,urban,y
lp001387,female,yes,0.0,graduate,no,2929,2333.0,139.0,360.0,1.0,semiurban,y
lp001391,male,yes,0.0,not graduate,no,3572,4114.0,152.0,360.0,0.0,rural,n
lp001392,female,no,1.0,graduate,yes,7451,0.0,128.0,360.0,1.0,semiurban,y
lp001398,male,no,0.0,graduate,no,5050,0.0,118.0,360.0,1.0,semiurban,y
lp001401,male,yes,1.0,graduate,no,14583,0.0,185.0,180.0,1.0,rural,y
lp001404,female,yes,0.0,graduate,no,3167,2283.0,154.0,360.0,1.0,semiurban,y
lp001405,male,yes,1.0,graduate,no,2214,1398.0,85.0,360.0,1.0,urban,y
lp001421,male,yes,0.0,graduate,no,5568,2142.0,175.0,360.0,1.0,rural,n
lp001422,female,no,0.0,graduate,no,10408,0.0,259.0,360.0,1.0,urban,y
lp001426,male,yes,0.0,graduate,no,5667,2667.0,180.0,360.0,1.0,rural,y
lp001430,female,no,0.0,graduate,no,4166,0.0,44.0,360.0,1.0,semiurban,y
lp001431,female,no,0.0,graduate,no,2137,8980.0,137.0,360.0,0.0,semiurban,y
lp001432,male,yes,2.0,graduate,no,2957,0.0,81.0,360.0,1.0,semiurban,y
lp001439,male,yes,0.0,not graduate,no,4300,2014.0,194.0,360.0,1.0,rural,y
lp001443,female,no,0.0,graduate,no,3692,0.0,93.0,360.0,1.0,rural,y
lp001448,male,yes,3.0,graduate,no,23803,0.0,370.0,360.0,1.0,rural,y
lp001449,male,no,0.0,graduate,no,3865,1640.0,128.0,360.0,1.0,rural,y
lp001451,male,yes,1.0,graduate,yes,10513,3850.0,160.0,180.0,0.0,urban,n
lp001465,male,yes,0.0,graduate,no,6080,2569.0,182.0,360.0,1.0,rural,n
lp001469,male,no,0.0,graduate,yes,20166,0.0,650.0,480.0,1.0,urban,y
lp001473,male,no,0.0,graduate,no,2014,1929.0,74.0,360.0,1.0,urban,y
lp001478,male,no,0.0,graduate,no,2718,0.0,70.0,360.0,1.0,semiurban,y
lp001482,male,yes,0.0,graduate,yes,3459,0.0,25.0,120.0,1.0,semiurban,y
lp001487,male,no,0.0,graduate,no,4895,0.0,102.0,360.0,1.0,semiurban,y
lp001488,male,yes,3.0,graduate,no,4000,7750.0,290.0,360.0,1.0,semiurban,n
lp001489,female,yes,0.0,graduate,no,4583,0.0,84.0,360.0,1.0,rural,n
lp001491,male,yes,2.0,graduate,yes,3316,3500.0,88.0,360.0,1.0,urban,y
lp001492,male,no,0.0,graduate,no,14999,0.0,242.0,360.0,0.0,semiurban,n
lp001493,male,yes,2.0,not graduate,no,4200,1430.0,129.0,360.0,1.0,rural,n
lp001497,male,yes,2.0,graduate,no,5042,2083.0,185.0,360.0,1.0,rural,n
lp001498,male,no,0.0,graduate,no,5417,0.0,168.0,360.0,1.0,urban,y
lp001504,male,no,0.0,graduate,yes,6950,0.0,175.0,180.0,1.0,semiurban,y
lp001507,male,yes,0.0,graduate,no,2698,2034.0,122.0,360.0,1.0,semiurban,y
lp001508,male,yes,2.0,graduate,no,11757,0.0,187.0,180.0,1.0,urban,y
lp001514,female,yes,0.0,graduate,no,2330,4486.0,100.0,360.0,1.0,semiurban,y
lp001516,female,yes,2.0,graduate,no,14866,0.0,70.0,360.0,1.0,urban,y
lp001518,male,yes,1.0,graduate,no,1538,1425.0,30.0,360.0,1.0,urban,y
lp001519,female,no,0.0,graduate,no,10000,1666.0,225.0,360.0,1.0,rural,n
lp001520,male,yes,0.0,graduate,no,4860,830.0,125.0,360.0,1.0,semiurban,y
lp001528,male,no,0.0,graduate,no,6277,0.0,118.0,360.0,0.0,rural,n
lp001529,male,yes,0.0,graduate,yes,2577,3750.0,152.0,360.0,1.0,rural,y
lp001531,male,no,0.0,graduate,no,9166,0.0,244.0,360.0,1.0,urban,n
lp001532,male,yes,2.0,not graduate,no,2281,0.0,113.0,360.0,1.0,rural,n
lp001535,male,no,0.0,graduate,no,3254,0.0,50.0,360.0,1.0,urban,y
lp001536,male,yes,3.0,graduate,no,39999,0.0,600.0,180.0,0.0,semiurban,y
lp001541,male,yes,1.0,graduate,no,6000,0.0,160.0,360.0,1.0,rural,y
lp001543,male,yes,1.0,graduate,no,9538,0.0,187.0,360.0,1.0,urban,y
lp001546,male,no,0.0,graduate,no,2980,2083.0,120.0,360.0,1.0,rural,y
lp001552,male,yes,0.0,graduate,no,4583,5625.0,255.0,360.0,1.0,semiurban,y
lp001560,male,yes,0.0,not graduate,no,1863,1041.0,98.0,360.0,1.0,semiurban,y
lp001562,male,yes,0.0,graduate,no,7933,0.0,275.0,360.0,1.0,urban,n
lp001565,male,yes,1.0,graduate,no,3089,1280.0,121.0,360.0,0.0,semiurban,n
lp001570,male,yes,2.0,graduate,no,4167,1447.0,158.0,360.0,1.0,rural,y
lp001572,male,yes,0.0,graduate,no,9323,0.0,75.0,180.0,1.0,urban,y
lp001574,male,yes,0.0,graduate,no,3707,3166.0,182.0,360.0,1.0,rural,y
lp001577,female,yes,0.0,graduate,no,4583,0.0,112.0,360.0,1.0,rural,n
lp001578,male,yes,0.0,graduate,no,2439,3333.0,129.0,360.0,1.0,rural,y
lp001579,male,no,0.0,graduate,no,2237,0.0,63.0,480.0,0.0,semiurban,n
lp001580,male,yes,2.0,graduate,no,8000,0.0,200.0,360.0,1.0,semiurban,y
lp001581,male,yes,0.0,not graduate,no,1820,1769.0,95.0,360.0,1.0,rural,y
lp001585,male,yes,3.0,graduate,no,51763,0.0,700.0,300.0,1.0,urban,y
lp001586,male,yes,3.0,not graduate,no,3522,0.0,81.0,180.0,1.0,rural,n
lp001594,male,yes,0.0,graduate,no,5708,5625.0,187.0,360.0,1.0,semiurban,y
lp001603,male,yes,0.0,not graduate,yes,4344,736.0,87.0,360.0,1.0,semiurban,n
lp001606,male,yes,0.0,graduate,no,3497,1964.0,116.0,360.0,1.0,rural,y
lp001608,male,yes,2.0,graduate,no,2045,1619.0,101.0,360.0,1.0,rural,y
lp001610,male,yes,3.0,graduate,no,5516,11300.0,495.0,360.0,0.0,semiurban,n
lp001616,male,yes,1.0,graduate,no,3750,0.0,116.0,360.0,1.0,semiurban,y
lp001630,male,no,0.0,not graduate,no,2333,1451.0,102.0,480.0,0.0,urban,n
lp001633,male,yes,1.0,graduate,no,6400,7250.0,180.0,360.0,0.0,urban,n
lp001634,male,no,0.0,graduate,no,1916,5063.0,67.0,360.0,1.0,rural,n
lp001636,male,yes,0.0,graduate,no,4600,0.0,73.0,180.0,1.0,semiurban,y
lp001637,male,yes,1.0,graduate,no,33846,0.0,260.0,360.0,1.0,semiurban,n
lp001639,female,yes,0.0,graduate,no,3625,0.0,108.0,360.0,1.0,semiurban,y
lp001640,male,yes,0.0,graduate,yes,39147,4750.0,120.0,360.0,1.0,semiurban,y
lp001641,male,yes,1.0,graduate,yes,2178,0.0,66.0,300.0,0.0,rural,n
lp001643,male,yes,0.0,graduate,no,2383,2138.0,58.0,360.0,1.0,rural,y
lp001644,male,yes,0.0,graduate,yes,674,5296.0,168.0,360.0,1.0,rural,y
lp001647,male,yes,0.0,graduate,no,9328,0.0,188.0,180.0,1.0,rural,y
lp001653,male,no,0.0,not graduate,no,4885,0.0,48.0,360.0,1.0,rural,y
lp001656,male,no,0.0,graduate,no,12000,0.0,164.0,360.0,1.0,semiurban,n
lp001657,male,yes,0.0,not graduate,no,6033,0.0,160.0,360.0,1.0,urban,n
lp001658,male,no,0.0,graduate,no,3858,0.0,76.0,360.0,1.0,semiurban,y
lp001664,male,no,0.0,graduate,no,4191,0.0,120.0,360.0,1.0,rural,y
lp001665,male,yes,1.0,graduate,no,3125,2583.0,170.0,360.0,1.0,semiurban,n
lp001666,male,no,0.0,graduate,no,8333,3750.0,187.0,360.0,1.0,rural,y
lp001669,female,no,0.0,not graduate,no,1907,2365.0,120.0,360.0,1.0,urban,y
lp001671,female,yes,0.0,graduate,no,3416,2816.0,113.0,360.0,1.0,semiurban,y
lp001673,male,no,0.0,graduate,yes,11000,0.0,83.0,360.0,1.0,urban,n
lp001674,male,yes,1.0,not graduate,no,2600,2500.0,90.0,360.0,1.0,semiurban,y
lp001677,male,no,2.0,graduate,no,4923,0.0,166.0,360.0,0.0,semiurban,y
lp001682,male,yes,3.0,not graduate,no,3992,0.0,128.0,180.0,1.0,urban,n
lp001688,male,yes,1.0,not graduate,no,3500,1083.0,135.0,360.0,1.0,urban,y
lp001691,male,yes,2.0,not graduate,no,3917,0.0,124.0,360.0,1.0,semiurban,y
lp001692,female,no,0.0,not graduate,no,4408,0.0,120.0,360.0,1.0,semiurban,y
lp001693,female,no,0.0,graduate,no,3244,0.0,80.0,360.0,1.0,urban,y
lp001698,male,no,0.0,not graduate,no,3975,2531.0,55.0,360.0,1.0,rural,y
lp001699,male,no,0.0,graduate,no,2479,0.0,59.0,360.0,1.0,urban,y
lp001702,male,no,0.0,graduate,no,3418,0.0,127.0,360.0,1.0,semiurban,n
lp001708,female,no,0.0,graduate,no,10000,0.0,214.0,360.0,1.0,semiurban,n
lp001711,male,yes,3.0,graduate,no,3430,1250.0,128.0,360.0,0.0,semiurban,n
lp001713,male,yes,1.0,graduate,yes,7787,0.0,240.0,360.0,1.0,urban,y
lp001715,male,yes,3.0,not graduate,yes,5703,0.0,130.0,360.0,1.0,rural,y
lp001716,male,yes,0.0,graduate,no,3173,3021.0,137.0,360.0,1.0,urban,y
lp001720,male,yes,3.0,not graduate,no,3850,983.0,100.0,360.0,1.0,semiurban,y
lp001722,male,yes,0.0,graduate,no,150,1800.0,135.0,360.0,1.0,rural,n
lp001726,male,yes,0.0,graduate,no,3727,1775.0,131.0,360.0,1.0,semiurban,y
lp001732,male,yes,2.0,graduate,no,5000,0.0,72.0,360.0,0.0,semiurban,n
lp001734,female,yes,2.0,graduate,no,4283,2383.0,127.0,360.0,1.0,semiurban,y
lp001736,male,yes,0.0,graduate,no,2221,0.0,60.0,360.0,0.0,urban,n
lp001743,male,yes,2.0,graduate,no,4009,1717.0,116.0,360.0,1.0,semiurban,y
lp001744,male,no,0.0,graduate,no,2971,2791.0,144.0,360.0,1.0,semiurban,y
lp001749,male,yes,0.0,graduate,no,7578,1010.0,175.0,360.0,1.0,semiurban,y
lp001750,male,yes,0.0,graduate,no,6250,0.0,128.0,360.0,1.0,semiurban,y
lp001751,male,yes,0.0,graduate,no,3250,0.0,170.0,360.0,1.0,rural,n
lp001754,male,yes,0.0,not graduate,yes,4735,0.0,138.0,360.0,1.0,urban,n
lp001758,male,yes,2.0,graduate,no,6250,1695.0,210.0,360.0,1.0,semiurban,y
lp001760,male,yes,0.0,graduate,no,4758,0.0,158.0,480.0,1.0,semiurban,y
lp001761,male,no,0.0,graduate,yes,6400,0.0,200.0,360.0,1.0,rural,y
lp001765,male,yes,1.0,graduate,no,2491,2054.0,104.0,360.0,1.0,semiurban,y
lp001768,male,yes,0.0,graduate,no,3716,0.0,42.0,180.0,1.0,rural,y
lp001770,male,no,0.0,not graduate,no,3189,2598.0,120.0,360.0,1.0,rural,y
lp001776,female,no,0.0,graduate,no,8333,0.0,280.0,360.0,1.0,semiurban,y
lp001778,male,yes,1.0,graduate,no,3155,1779.0,140.0,360.0,1.0,semiurban,y
lp001784,male,yes,1.0,graduate,no,5500,1260.0,170.0,360.0,1.0,rural,y
lp001786,male,yes,0.0,graduate,no,5746,0.0,255.0,360.0,1.0,urban,n
lp001788,female,no,0.0,graduate,yes,3463,0.0,122.0,360.0,1.0,urban,y
lp001790,female,no,1.0,graduate,no,3812,0.0,112.0,360.0,1.0,rural,y
lp001792,male,yes,1.0,graduate,no,3315,0.0,96.0,360.0,1.0,semiurban,y
